name_1,name_2,name_3,degree_1,degree_2,degree_3,error
dist_centroid__incenter,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.0027295330073684454
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0027466348838061094
dist_centroid__circumcenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.002752449596300721
dist_circumcenter__orthocenter,dist_incenter__orthocenter,inradius,1,1,1,0.002757686423137784
dist_centroid__incenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.002764280652627349
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.002765812212601304
dist_centroid__orthocenter,dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0027967949863523245
dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.002799623180180788
dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.0028445087373256683
area,circumradius,dist_circumcenter__steiner_focus_2,2,1,1,0.002848009578883648
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.0028570054564625025
dist_circumcenter__incenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0028703431598842144
area,dist_centroid__incenter,semiperimeter,2,1,1,0.002873622812330723
area,dist_centroid__orthocenter,dist_centroid__steiner_focus_1,2,1,1,0.002877986989915371
dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,perimeter,1,1,1,0.00288261566311121
dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.0028858953155577183
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.002894071862101555
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.0029000358190387487
dist_circumcenter__incenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0029301594477146864
circumradius,dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,1,1,1,0.002940934617072344
circumradius,dist_circumcenter__steiner_focus_2,inradius,1,1,1,0.0029676775448024273
dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.002972816815599799
area,circumradius,dist_incenter__orthocenter,2,1,1,0.002974005648866296
area,dist_circumcenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.0029827177058905363
dist_centroid__orthocenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0029832348227500916
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.0029871666338294744
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.0029890150763094425
dist_incenter__steiner_focus_2,perimeter,semiperimeter,1,1,1,0.002997795818373561
area,dist_incenter__steiner_focus_1,inradius,2,1,1,0.0030126941855996847
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.0030308139976114035
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.003033657558262348
circumradius,dist_centroid__circumcenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0030372317414730787
dist_centroid__incenter,dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.003043294418603182
dist_centroid__incenter,dist_centroid__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0030497971456497908
circumradius,dist_centroid__incenter,dist_circumcenter__orthocenter,1,1,1,0.0030529869254678488
dist_incenter__orthocenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0030665702652186155
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,semiperimeter,1,1,1,0.0030694406013935804
circumradius,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0030738310888409615
dist_centroid__circumcenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0030962503515183926
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.003096512285992503
dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0031033626291900873
dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0031147536356002092
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.003123954636976123
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,dist_circumcenter__incenter,1,1,1,0.0031310839112848043
dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0031344005838036537
dist_centroid__incenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0031527413520962
dist_circumcenter__incenter,dist_incenter__steiner_focus_2,perimeter,1,1,1,0.0031745540909469128
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,1,1,1,0.0032061391975730658
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,inradius,1,1,1,0.0032413871958851814
area,dist_centroid__circumcenter,dist_circumcenter__incenter,2,1,1,0.0032462349627166986
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.003266328712925315
dist_centroid__circumcenter,dist_centroid__incenter,semiperimeter,1,1,1,0.0032716081477701664
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.003279144875705242
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.003283614292740822
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,inradius,1,1,1,0.003285420825704932
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.0032970760948956013
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,semiperimeter,1,1,1,0.00330420583486557
dist_centroid__incenter,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.003315725363790989
circumradius,dist_centroid__orthocenter,dist_circumcenter__incenter,1,1,1,0.0033157519064843655
area,circumradius,dist_orthocenter__steiner_focus_2,2,1,1,0.0033469696063548326
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0033490557689219713
circumradius,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0033584358170628548
dist_circumcenter__incenter,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.00337151694111526
circumradius,dist_circumcenter__steiner_focus_1,inradius,1,1,1,0.0034071134869009256
dist_centroid__circumcenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.003449183888733387
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,dist_circumcenter__incenter,1,1,1,0.003471051575616002
circumradius,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.003490074770525098
circumradius,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0034954261500388384
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0035127783194184303
dist_circumcenter__incenter,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.003522170940414071
area,dist_centroid__incenter,inradius,2,1,1,0.0035294124390929937
area,dist_circumcenter__incenter,dist_circumcenter__orthocenter,2,1,1,0.003540104953572154
dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0035508687142282724
dist_centroid__incenter,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.003558482974767685
dist_centroid__incenter,dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,1,1,1,0.0035769864916801453
dist_orthocenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,perimeter,1,1,1,0.0035802237689495087
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,inradius,1,1,1,0.0035831488203257322
dist_circumcenter__orthocenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_2,1,1,1,0.0036014767829328775
area,circumradius,dist_circumcenter__steiner_focus_1,2,1,1,0.003610041690990329
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0036722684744745493
circumradius,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0036828946322202682
area,circumradius,dist_centroid__orthocenter,2,1,1,0.003733441000804305
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_1,perimeter,1,1,1,0.0037391178775578737
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.003760245395824313
dist_centroid__circumcenter,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0037986154202371836
dist_centroid__incenter,dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0038070150185376406
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0038139144890010357
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.0038241141010075808
dist_centroid__incenter,dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,1,1,1,0.003858959535136819
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.003859270364046097
dist_centroid__incenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.003884840989485383
dist_circumcenter__incenter,dist_circumcenter__orthocenter,inradius,1,1,1,0.0039161089807748795
dist_centroid__circumcenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_2,1,1,1,0.003925442695617676
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.003937262576073408
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.003956150729209185
area,dist_centroid__circumcenter,dist_centroid__steiner_focus_1,2,1,1,0.003963992465287447
dist_circumcenter__orthocenter,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.003968265373259783
area,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,2,1,1,0.0040439944714307785
dist_centroid__orthocenter,dist_incenter__orthocenter,inradius,1,1,1,0.00404779938980937
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.004056996200233698
dist_incenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.00411591213196516
area,dist_centroid__circumcenter,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.0042151641100645065
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_incenter__steiner_focus_1,1,1,1,0.004240595735609531
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.004252369049936533
dist_centroid__circumcenter,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0043070195242762566
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_incenter__steiner_focus_1,1,1,1,0.004317209590226412
area,dist_centroid__orthocenter,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.00433452520519495
circumradius,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004339650738984346
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,1,1,1,0.004355195909738541
dist_centroid__steiner_focus_1,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.004421793855726719
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004453452304005623
circumradius,dist_centroid__incenter,dist_centroid__orthocenter,1,1,1,0.004454066511243582
dist_centroid__incenter,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.004465394653379917
area,dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,2,1,1,0.004472648724913597
area,dist_centroid__circumcenter,dist_centroid__steiner_focus_2,2,1,1,0.004515551961958408
circumradius,dist_circumcenter__incenter,dist_incenter__orthocenter,1,1,1,0.004541216418147087
area,dist_incenter__steiner_focus_2,inradius,2,1,1,0.0045455507934093475
dist_centroid__incenter,dist_circumcenter__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004554229322820902
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_incenter__steiner_focus_1,1,1,1,0.0045716590248048306
circumradius,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,1,1,1,0.004597751889377832
dist_centroid__orthocenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,1,1,1,0.004612374119460583
dist_centroid__incenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,1,1,1,0.00463099917396903
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,1,1,1,0.004684078972786665
dist_centroid__circumcenter,dist_circumcenter__incenter,inradius,1,1,1,0.004774647764861584
dist_centroid__incenter,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004821620881557465
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0048254188150167465
dist_centroid__circumcenter,dist_centroid__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0048283119685947895
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004847974982112646
area,dist_centroid__circumcenter,dist_orthocenter__steiner_focus_1,2,1,1,0.004851034376770258
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0048550949431955814
circumradius,dist_centroid__incenter,dist_circumcenter__incenter,1,1,1,0.004882095847278833
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.004887820221483707
circumradius,dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,1,1,1,0.004895112011581659
area,dist_centroid__orthocenter,dist_circumcenter__incenter,2,1,1,0.004895195364952087
dist_centroid__incenter,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.004920946434140205
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004929994698613882
dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.0049514747224748135
dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,1,1,1,0.004965237341821194
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.004971198737621307
dist_centroid__orthocenter,dist_circumcenter__incenter,inradius,1,1,1,0.004977583885192871
circumradius,dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,1,1,1,0.004997945390641689
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.005002472084015608
dist_centroid__steiner_focus_2,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.005004499107599258
dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005019376985728741
dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.005050660576671362
dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005070814397186041
dist_circumcenter__incenter,dist_circumcenter__orthocenter,dist_incenter__steiner_focus_2,1,1,1,0.005082448944449425
dist_centroid__steiner_focus_2,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.005099696107208729
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,1,1,1,0.005103226285427809
dist_incenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,semiperimeter,1,1,1,0.005116656888276339
circumradius,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,1,1,1,0.005120547488331795
circumradius,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,1,1,1,0.005126436706632376
dist_centroid__circumcenter,dist_centroid__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.005127789918333292
area,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,2,1,1,0.005182803608477116
dist_centroid__incenter,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.005186642985790968
dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.0051920609548687935
dist_centroid__steiner_focus_2,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.005195979960262775
dist_centroid__steiner_focus_1,dist_circumcenter__incenter,dist_incenter__orthocenter,1,1,1,0.0052281953394412994
circumradius,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0052357809618115425
dist_centroid__incenter,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,1,1,1,0.005236851051449776
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.005236922297626734
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,1,1,1,0.005253287497907877
area,dist_centroid__circumcenter,dist_orthocenter__steiner_focus_2,2,1,1,0.005309086758643389
circumradius,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.005327519960701466
circumradius,dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_1,1,1,1,0.005333309061825275
dist_centroid__orthocenter,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005336116533726454
area,dist_centroid__incenter,dist_circumcenter__orthocenter,2,1,1,0.005352061241865158
dist_centroid__incenter,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.005383661016821861
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.005394345615059137
dist_centroid__orthocenter,dist_incenter__orthocenter,dist_incenter__steiner_focus_2,1,1,1,0.0053984979167580605
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,semiperimeter,1,1,1,0.005406731739640236
dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,semiperimeter,1,1,1,0.005437710788100958
circumradius,dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_1,1,1,1,0.005447479896247387
area,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,2,1,1,0.005451216362416744
area,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.005451431032270193
dist_centroid__incenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.00547438720241189
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.005480577237904072
dist_centroid__circumcenter,dist_centroid__steiner_focus_1,inradius,1,1,1,0.005487353075295687
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.005499130580574274
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,inradius,1,1,1,0.005511204246431589
dist_circumcenter__orthocenter,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.005523175932466984
dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.00554454093798995
dist_centroid__incenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0055611697025597095
area,dist_centroid__circumcenter,dist_circumcenter__steiner_focus_1,2,1,1,0.005564436782151461
area,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,2,1,1,0.0055677262134850025
circumradius,dist_centroid__incenter,dist_orthocenter__steiner_focus_1,1,1,1,0.005573220085352659
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,1,1,1,0.00560408690944314
dist_centroid__incenter,dist_centroid__orthocenter,dist_centroid__steiner_focus_1,1,1,1,0.005625351332128048
dist_centroid__incenter,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_1,1,1,1,0.005640557035803795
circumradius,dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_2,1,1,1,0.0056931194849312305
dist_centroid__incenter,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.005712249781936407
dist_centroid__incenter,dist_centroid__orthocenter,dist_centroid__steiner_focus_2,1,1,1,0.005712851416319609
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,1,1,1,0.005730153992772102
dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.0057449438609182835
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.005752746947109699
area,dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_1,2,1,1,0.005767554044723511
dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,inradius,1,1,1,0.005783159751445055
dist_centroid__circumcenter,dist_centroid__incenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005794086959213018
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0058179814368486404
dist_centroid__incenter,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.005831433925777674
circumradius,dist_centroid__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.005835645832121372
dist_centroid__circumcenter,dist_incenter__orthocenter,inradius,1,1,1,0.005872252397239208
circumradius,dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,1,1,1,0.005872694775462151
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005878775380551815
dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.005912370048463345
dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.005932750646024942
circumradius,dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_2,1,1,1,0.005944716744124889
dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.0059510511346161366
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,inradius,1,1,1,0.005962149240076542
dist_centroid__steiner_focus_1,dist_circumcenter__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.005989032797515392
dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.006031418684870005
dist_circumcenter__orthocenter,dist_incenter__steiner_focus_1,semiperimeter,1,1,1,0.006042856723070145
area,dist_centroid__orthocenter,dist_circumcenter__steiner_focus_1,2,1,1,0.006087855435907841
dist_centroid__steiner_focus_1,dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.006104140542447567
dist_circumcenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.006116327363997698
dist_circumcenter__steiner_focus_2,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.00611735787242651
dist_centroid__steiner_focus_1,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,1,1,1,0.006148816552013159
area,dist_centroid__circumcenter,dist_circumcenter__steiner_focus_2,2,1,1,0.006151681765913963
dist_centroid__steiner_focus_2,dist_circumcenter__incenter,dist_incenter__orthocenter,1,1,1,0.00615274254232645
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.006162856239825487
dist_circumcenter__steiner_focus_2,dist_incenter__steiner_focus_1,semiperimeter,1,1,1,0.006174984388053417
dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.006189162842929363
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,1,1,1,0.006192345172166824
dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.00620091799646616
area,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,2,1,1,0.006209921091794968
dist_centroid__circumcenter,dist_circumcenter__incenter,dist_incenter__steiner_focus_2,1,1,1,0.006213476415723562
dist_circumcenter__steiner_focus_1,dist_circumcenter__steiner_focus_2,semiperimeter,1,1,1,0.006219825241714716
circumradius,dist_incenter__orthocenter,dist_orthocenter__steiner_focus_1,1,1,1,0.0062225633300840855
dist_orthocenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,inradius,1,1,1,0.0062316181138157845
dist_incenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,inradius,1,1,1,0.006295965518802404
dist_centroid__incenter,dist_circumcenter__orthocenter,inradius,1,1,1,0.006303122267127037
circumradius,dist_centroid__incenter,dist_orthocenter__steiner_focus_2,1,1,1,0.0063296421431005
dist_incenter__orthocenter,dist_orthocenter__steiner_focus_2,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.006331207696348429
dist_circumcenter__steiner_focus_1,dist_incenter__orthocenter,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.006390834227204323
area,dist_centroid__steiner_focus_1,dist_incenter__orthocenter,2,1,1,0.006395179778337479
circumradius,dist_centroid__circumcenter,dist_centroid__incenter,1,1,1,0.006422578822821379
dist_circumcenter__steiner_focus_1,dist_incenter__steiner_focus_2,semiperimeter,1,1,1,0.006429929751902819
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_2,1,1,1,0.0064497594721615314
area,dist_circumcenter__incenter,dist_circumcenter__steiner_focus_2,2,1,1,0.006454442627727985
dist_centroid__orthocenter,dist_centroid__steiner_focus_1,dist_orthocenter__steiner_focus_2,1,1,1,0.006473106797784567
circumradius,dist_centroid__incenter,inradius,1,1,1,0.006513793952763081
dist_centroid__circumcenter,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,1,1,1,0.006514938548207283
area,dist_circumcenter__orthocenter,dist_circumcenter__steiner_focus_2,2,1,1,0.006518829148262739
dist_centroid__steiner_focus_1,dist_circumcenter__steiner_focus_2,dist_orthocenter__steiner_focus_2,1,1,1,0.006536461412906647
dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,dist_orthocenter__steiner_focus_1,1,1,1,0.006548394914716482
circumradius,dist_centroid__steiner_focus_2,dist_incenter__steiner_focus_2,1,1,1,0.006561551708728075
circumradius,dist_incenter__steiner_focus_1,dist_steiner_focus_1__steiner_focus_2,1,1,1,0.006562215741723776
area,dist_centroid__steiner_focus_2,dist_circumcenter__steiner_focus_1,2,1,1,0.006591102574020624
dist_centroid__orthocenter,dist_centroid__steiner_focus_2,dist_orthocenter__steiner_focus_1,1,1,1,0.006591719575226307
